AP Name,Ethernet MAC Address,BaseRadio MAC Address,IP Address,Controller IP,Map Location,AP Group Name,Operational Status,Admin Status,Maintenance Mode,Client Count,AP Location,AP Model,Software Version,AP Mode,POE Status,AP Serial Number,AP Uptime,Upgrade Group
WAP4189,a4:93:4c:c1:2f:88,10:bd:18:c6:0d:a0,fda7:6daa:70e8:4505:a693:4cff:fec1:2f88,172.16.108.162,Unassigned,CWI-Dorm,Registered,ENABLE,No,3,default location,AIR-CAP3602I-A-K9,8.5.131.0,Local,Normal,FTX1626GKY1,51 d 0 h 8 m 26 s, 
WAP4190,a4:93:4c:c1:2f:5b,10:bd:18:c6:0a:d0,fda7:6daa:70e8:4505:a693:4cff:fec1:2f5b,172.16.108.162,Unassigned,CWI-Dorm,Registered,ENABLE,No,3,default location,AIR-CAP3602I-A-K9,8.5.131.0,Local,Normal,FTX1626GKWG,198 d 1 h 47 m 45 s, 
WAP4191,a4:93:4c:c1:2f:48,10:bd:18:c6:09:b0,fda7:6daa:70e8:4505:a693:4cff:fec1:2f48,172.16.108.162,Unassigned,CWI-Dorm,Registered,ENABLE,No,3,default location,AIR-CAP3602I-A-K9,8.5.131.0,Local,Normal,FTX1626GKYY,198 d 1 h 30 m 52 s, 
WAP4192,a4:93:4c:b2:68:64,18:33:9d:f1:fe:60,fda7:6daa:70e8:4505:a693:4cff:feb2:6864,172.16.108.162,Unassigned,CWI-Dorm,Registered,ENABLE,No,6,default location,AIR-CAP3602I-A-K9,8.5.131.0,Local,Normal,FTX1626GKZ6,51 d 0 h 30 m 52 s, 
WAP4193,a4:93:4c:b2:68:4e,18:33:9d:f1:fc:d0,fda7:6daa:70e8:4505:a693:4cff:feb2:684e,172.16.108.162,Unassigned,CWI-Dorm,Registered,ENABLE,No,1,default location,AIR-CAP3602I-A-K9,8.5.131.0,Local,Normal,FTX1626GKZH,199 d 0 h 38 m 9 s, 
WAP4194,a4:93:4c:b2:66:71,18:33:9d:f1:e5:e0,fda7:6daa:70e8:4505:a693:4cff:feb2:6671,172.16.108.162,Unassigned,CWI-Dorm,Registered,ENABLE,No,7,default location,AIR-CAP3602I-A-K9,8.5.131.0,Local,Normal,FTX1626R0XB,51 d 0 h 26 m 57 s, 
WAP4195,a4:93:4c:b2:63:93,18:33:9d:f1:b1:40,fda7:6daa:70e8:4505:a693:4cff:feb2:6393,172.16.108.162,Unassigned,CWI-Dorm,Registered,ENABLE,No,3,default location,AIR-CAP3602I-A-K9,8.5.131.0,Local,Normal,FTX1626GKWH,185 d 3 h 53 m 44 s, 
WAP4196,d8:67:d9:bc:f1:36,10:bd:18:5f:64:e0,fda7:6daa:70e8:4507:da67:d9ff:febc:f136,172.16.108.162,Unassigned,CWI-Dorm,Registered,ENABLE,No,6,default location,AIR-CAP3602I-A-K9,8.5.131.0,Local,Normal,FTX1626GL8N,198 d 22 h 30 m 26 s, 
WAP4197,d8:67:d9:bc:f1:21,10:bd:18:5f:63:90,fda7:6daa:70e8:4507:da67:d9ff:febc:f121,172.16.108.162,Unassigned,CWI-Dorm-Comm,Registered,ENABLE,No,1,default location,AIR-CAP3602I-A-K9,8.5.131.0,Local,Normal,FTX1626R0T2,198 d 22 h 6 m 27 s, 
WAP4198,d8:67:d9:bc:f0:a1,10:bd:18:5f:5b:50,fda7:6daa:70e8:4507:da67:d9ff:febc:f0a1,172.16.108.162,Unassigned,CWI-Dorm,Registered,ENABLE,No,7,default location,AIR-CAP3602I-A-K9,8.5.131.0,Local,Normal,FTX1626R0T7,198 d 19 h 49 m 22 s, 
WAP4199,d8:67:d9:bc:ee:db,10:bd:18:5f:3f:f0,fda7:6daa:70e8:4507:da67:d9ff:febc:eedb,172.16.108.162,Unassigned,CWI-Dorm,Registered,ENABLE,No,30,default location,AIR-CAP3602I-A-K9,8.5.131.0,Local,Normal,FTX1626R0Y5,198 d 4 h 40 m 51 s, 
WAP4200,d8:67:d9:bc:ed:e7,10:bd:18:5f:30:f0,fda7:6daa:70e8:4507:da67:d9ff:febc:ede7,172.16.108.162,Unassigned,CWI-Dorm,Registered,ENABLE,No,2,default location,AIR-CAP3602I-A-K9,8.5.131.0,Local,Normal,FTX1626GL88,198 d 6 h 21 m 9 s, 
WAP4201,d8:67:d9:bc:ed:5a,10:bd:18:5f:28:40,fda7:6daa:70e8:4507:da67:d9ff:febc:ed5a,172.16.108.162,Unassigned,CWI-Dorm,Registered,ENABLE,No,7,default location,AIR-CAP3602I-A-K9,8.5.131.0,Local,Normal,FTX1626R0T8,198 d 21 h 54 m 55 s, 
WAP4202,a4:93:4c:c1:34:bc,10:bd:18:c6:62:00,fda7:6daa:70e8:4507:a693:4cff:fec1:34bc,172.16.108.162,Unassigned,CWI-Dorm,Registered,ENABLE,No,10,default location,AIR-CAP3602I-A-K9,8.5.131.0,Local,Normal,FTX1626GL84,198 d 18 h 26 m 13 s, 
WAP4203,a4:93:4c:c1:33:81,10:bd:18:c6:4d:40,fda7:6daa:70e8:4507:a693:4cff:fec1:3381,172.16.108.162,Unassigned,CWI-Dorm,Registered,ENABLE,No,6,default location,AIR-CAP3602I-A-K9,8.5.131.0,Local,Normal,FTX1626GKV6,198 d 22 h 40 m 35 s, 
WAP4204,a4:93:4c:b2:69:63,10:bd:18:f0:0e:10,fda7:6daa:70e8:4507:a693:4cff:feb2:6963,172.16.108.162,Unassigned,CWI-Dorm,Registered,ENABLE,No,3,default location,AIR-CAP3602I-A-K9,8.5.131.0,Local,Normal,FTX1626R0XU,198 d 10 h 10 m 35 s, 
WAP4205,a4:93:4c:b2:66:a5,18:33:9d:f1:e2:e0,fda7:6daa:70e8:4507:a693:4cff:feb2:66a5,172.16.108.162,Unassigned,CWI-Dorm,Registered,ENABLE,No,4,default location,AIR-CAP3602I-A-K9,8.5.131.0,Local,Normal,FTX1626GL86,199 d 0 h 35 m 49 s, 
WAP4206,f8:72:ea:60:6d:bf,0c:68:03:39:59:c0,fda7:6daa:70e8:4512:fa72:eaff:fe60:6dbf,172.16.108.162,Unassigned,CWI-Dorm,Registered,ENABLE,No,0,default location,AIR-CAP3602I-A-K9,8.5.131.0,Local,Normal,FTX1729GKWF,4 d 7 h 50 m 59 s, 
WAP4207,88:5a:92:6a:ac:06,64:e9:50:b8:7f:c0,fda7:6daa:70e8:4512:8a5a:92ff:fe6a:ac06,172.16.108.162,Unassigned,CWI-Dorm,Registered,ENABLE,No,1,default location,AIR-CAP3602I-A-K9,8.5.131.0,Local,Normal,FTX1745GJY5,150 d 9 h 17 m 26 s, 
WAP4208,88:5a:92:6a:ab:ca,64:e9:50:b8:7b:f0,fda7:6daa:70e8:4512:8a5a:92ff:fe6a:abca,172.16.108.162,Unassigned,CWI-Dorm,Registered,ENABLE,No,7,default location,AIR-CAP3602I-A-K9,8.5.131.0,Local,Normal,FTX1745GJYS,150 d 14 h 16 m 51 s, 
WAP4209,6c:41:6a:b8:6c:9b,d0:c7:89:c7:3f:80,fda7:6daa:70e8:4512:6e41:6aff:feb8:6c9b,172.16.108.162,Unassigned,CWI-Dorm,Registered,ENABLE,No,3,default location,AIR-CAP3602I-A-K9,8.5.131.0,Local,Normal,FTX1729GKWN,150 d 9 h 56 m 32 s, 
WAP4210,d8:67:d9:bc:f4:8a,10:bd:18:5f:9b:a0,fda7:6daa:70e8:4507:da67:d9ff:febc:f48a,172.16.108.162,Unassigned,CWI-Dorm,Registered,ENABLE,No,7,default location,AIR-CAP3602I-A-K9,8.5.131.0,Local,Normal,FTX1626GLE2,198 d 19 h 45 m 54 s, 
WAP4211,d8:67:d9:bc:f1:4b,10:bd:18:5f:66:40,fda7:6daa:70e8:4507:da67:d9ff:febc:f14b,172.16.108.162,Unassigned,CWI-Dorm,Registered,ENABLE,No,4,default location,AIR-CAP3602I-A-K9,8.5.131.0,Local,Normal,FTX1626R0YP,198 d 14 h 53 m 29 s, 
WAP4212,d8:67:d9:bc:f0:d8,10:bd:18:5f:5f:00,fda7:6daa:70e8:4507:da67:d9ff:febc:f0d8,172.16.108.162,Unassigned,CWI-Dorm,Registered,ENABLE,No,12,default location,AIR-CAP3602I-A-K9,8.5.131.0,Local,Normal,FTX1626R0YM,198 d 18 h 32 m 12 s, 
WAP4213,d8:67:d9:bc:f0:ac,10:bd:18:5f:5c:70,fda7:6daa:70e8:4507:da67:d9ff:febc:f0ac,172.16.108.162,Unassigned,CWI-Dorm-Comm,Registered,ENABLE,No,6,default location,AIR-CAP3602I-A-K9,8.5.131.0,Local,Normal,FTX1626GL8A,198 d 20 h 17 m 10 s, 
WAP4214,d8:67:d9:bc:e8:13,10:bd:18:5e:d2:50,fda7:6daa:70e8:4507:da67:d9ff:febc:e813,172.16.108.162,Unassigned,CWI-Dorm,Registered,ENABLE,No,2,default location,AIR-CAP3602I-A-K9,8.5.131.0,Local,Normal,FTX1626GL1Q,198 d 5 h 42 m 19 s, 
WAP4215,a4:93:4c:c1:32:b6,10:bd:18:c6:41:00,fda7:6daa:70e8:4507:a693:4cff:fec1:32b6,172.16.108.162,Unassigned,CWI-Dorm,Registered,ENABLE,No,0,default location,AIR-CAP3602I-A-K9,8.5.131.0,Local,Normal,FTX1626GL8F,198 d 21 h 46 m 16 s, 
WAP4216,a4:93:4c:c1:31:95,10:bd:18:c6:2e:70,fda7:6daa:70e8:4507:a693:4cff:fec1:3195,172.16.108.162,Unassigned,CWI-Dorm,Registered,ENABLE,No,3,default location,AIR-CAP3602I-A-K9,8.5.131.0,Local,Normal,FTX1626R0SV,198 d 20 h 25 m 10 s, 
WAP4217,a4:93:4c:b2:68:45,18:33:9d:f1:fc:50,fda7:6daa:70e8:4507:a693:4cff:feb2:6845,172.16.108.162,Unassigned,CWI-Dorm,Registered,ENABLE,No,7,default location,AIR-CAP3602I-A-K9,8.5.131.0,Local,Normal,FTX1626R0RU,198 d 19 h 15 m 53 s, 
WAP4218,a4:93:4c:b2:67:47,18:33:9d:f1:ec:d0,fda7:6daa:70e8:4507:a693:4cff:feb2:6747,172.16.108.162,Unassigned,CWI-Dorm,Registered,ENABLE,No,0,default location,AIR-CAP3602I-A-K9,8.5.131.0,Local,Normal,FTX1626GL1U,198 d 18 h 59 m 6 s, 
WAP4219,a4:93:4c:b2:67:39,18:33:9d:f1:eb:90,fda7:6daa:70e8:4507:a693:4cff:feb2:6739,172.16.108.162,Unassigned,CWI-Dorm,Registered,ENABLE,No,3,default location,AIR-CAP3602I-A-K9,8.5.131.0,Local,Normal,FTX1626R0YH,198 d 15 h 14 m 15 s, 
WAP4220,d8:67:d9:bc:f3:e4,10:bd:18:5f:91:70,fda7:6daa:70e8:4507:da67:d9ff:febc:f3e4,172.16.108.162,Unassigned,CWI-Dorm,Registered,ENABLE,No,9,default location,AIR-CAP3602I-A-K9,8.5.131.0,Local,Normal,FTX1626GLFZ,197 d 22 h 2 m 17 s, 
WAP4221,a4:93:4c:c1:35:6d,10:bd:18:c6:6d:30,fda7:6daa:70e8:4507:a693:4cff:fec1:356d,172.16.108.162,Unassigned,CWI-Dorm,Registered,ENABLE,No,5,default location,AIR-CAP3602I-A-K9,8.5.131.0,Local,Normal,FTX1626GLFP,198 d 6 h 8 m 48 s, 
WAP4222,a4:93:4c:b2:6c:57,10:bd:18:f0:3d:10,fda7:6daa:70e8:4507:a693:4cff:feb2:6c57,172.16.108.162,Unassigned,CWI-Dorm,Registered,ENABLE,No,3,default location,AIR-CAP3602I-A-K9,8.5.131.0,Local,Normal,FTX1626GLFX,197 d 19 h 14 m 45 s, 
WAP4223,60:73:5c:89:3e:8a,88:75:56:af:32:30,fda7:6daa:70e8:4503:6273:5cff:fe89:3e8a,172.16.108.162,Unassigned,CWI-Dorm,Registered,ENABLE,No,1,default location,AIR-CAP3602I-A-K9,8.5.131.0,Local,Normal,FTX1634GRYV,192 d 7 h 41 m 3 s, 
WAP4224,60:73:5c:89:38:c2,88:75:56:ae:d7:20,fda7:6daa:70e8:4503:6273:5cff:fe89:38c2,172.16.108.162,Unassigned,CWI-Dorm,Registered,ENABLE,No,3,default location,AIR-CAP3602I-A-K9,8.5.131.0,Local,Normal,FTX1634GS0A,192 d 9 h 34 m 31 s, 
WAP4225,b0:8b:cf:3c:26:1c,b0:8b:cf:3e:21:d0,fda7:6daa:70e8:4503:b28b:cfff:fe3c:261c,172.16.108.162,Unassigned,CWI-Dorm,Registered,ENABLE,No,5,default location,AIR-CAP3702I-B-K9,8.5.131.0,Local,Normal,FCW2225NMG5,144 d 11 h 10 m 9 s, 
WAP4226,b0:8b:cf:23:96:a4,b0:8b:cf:3c:1e:c0,fda7:6daa:70e8:4503:b28b:cfff:fe23:96a4,172.16.108.162,Unassigned,CWI-Dorm,Registered,ENABLE,No,3,default location,AIR-CAP3702I-B-K9,8.5.131.0,Local,Normal,FCW2225NM6D,144 d 13 h 38 m 25 s, 
WAP4227,b0:8b:cf:1c:20:14,b0:8b:cf:3c:b1:a0,fda7:6daa:70e8:4503:b28b:cfff:fe1c:2014,172.16.108.162,Unassigned,CWI-Dorm,Registered,ENABLE,No,6,default location,AIR-CAP3702I-B-K9,8.5.131.0,Local,Normal,FCW2225NM3K,144 d 14 h 6 m 19 s, 
WAP4228,60:73:5c:89:4f:9c,a4:18:75:59:91:d0,fda7:6daa:70e8:4503:6273:5cff:fe89:4f9c,172.16.108.162,Unassigned,CWI-Dorm,Registered,ENABLE,No,6,default location,AIR-CAP3602I-A-K9,8.5.131.0,Local,Normal,FTX1634GS5X,192 d 0 h 48 m 58 s, 
WAP4229,60:73:5c:89:4f:8f,20:3a:07:6e:40:00,fda7:6daa:70e8:4503:6273:5cff:fe89:4f8f,172.16.108.162,Unassigned,CWI-Dorm,Registered,ENABLE,No,3,default location,AIR-CAP3602I-A-K9,8.5.131.0,Local,Normal,FTX1634GS43,192 d 7 h 3 m 19 s, 
WAP4230,60:73:5c:89:4f:65,20:3a:07:6e:3e:00,fda7:6daa:70e8:4503:6273:5cff:fe89:4f65,172.16.108.162,Unassigned,CWI-Dorm,Registered,ENABLE,No,2,default location,AIR-CAP3602I-A-K9,8.5.131.0,Local,Normal,FTX1634R20X,192 d 11 h 36 m 7 s, 
WAP4231,60:73:5c:89:3e:a3,88:75:56:af:33:b0,fda7:6daa:70e8:4503:6273:5cff:fe89:3ea3,172.16.108.162,Unassigned,CWI-Dorm,Registered,ENABLE,No,2,default location,AIR-CAP3602I-A-K9,8.5.131.0,Local,Normal,FTX1634R1UE,192 d 10 h 1 m 58 s, 
WAP4232,2c:54:2d:68:fd:9b,a4:18:75:59:3d:70,fda7:6daa:70e8:4503:2e54:2dff:fe68:fd9b,172.16.108.162,Unassigned,CWI-Dorm,Registered,ENABLE,No,0,default location,AIR-CAP3602I-A-K9,8.5.131.0,Local,Normal,FTX1634GS6B,192 d 11 h 22 m 46 s, 
WAP4233,2c:54:2d:68:fd:9a,a4:18:75:59:3d:80,fda7:6daa:70e8:4503:2e54:2dff:fe68:fd9a,172.16.108.162,Unassigned,CWI-Dorm,Registered,ENABLE,No,7,default location,AIR-CAP3602I-A-K9,8.5.131.0,Local,Normal,FTX1634GS68,192 d 11 h 27 m 23 s, 
WAP4234,70:e4:22:ed:7c:90,70:e4:22:f4:a5:e0,fda7:6daa:70e8:4503:72e4:22ff:feed:7c90,172.16.108.162,Unassigned,CWI-Dorm,Registered,ENABLE,No,7,default location,AIR-CAP3702I-A-K9,8.5.131.0,Local,Normal,FCW1942NDXW,144 d 15 h 38 m 18 s, 
WAP4235,70:e4:22:e5:2c:f0,70:e4:22:e6:5f:e0,fda7:6daa:70e8:4503:72e4:22ff:fee5:2cf0,172.16.108.162,Unassigned,CWI-Dorm,Registered,ENABLE,No,2,default location,AIR-CAP3702I-A-K9,8.5.131.0,Local,Normal,FCW1942N8MP,144 d 10 h 16 m 41 s, 
WAP4236,70:e4:22:be:ce:e8,70:e4:22:d1:bc:50,fda7:6daa:70e8:4503:72e4:22ff:febe:cee8,172.16.108.162,Unassigned,CWI-Dorm,Registered,ENABLE,No,2,default location,AIR-CAP3702I-A-K9,8.5.131.0,Local,Normal,FCW1942NDVB,144 d 13 h 9 m 54 s, 
WAP4237,30:f7:0d:f6:f3:e0,88:75:56:1f:f6:b0,fda7:6daa:70e8:4503:32f7:0dff:fef6:f3e0,172.16.108.162,Unassigned,CWI-Dorm,Registered,ENABLE,No,5,default location,AIR-CAP3602I-A-K9,8.5.131.0,Local,Normal,FTX1634GRX5,192 d 9 h 11 m 35 s, 
WAP4238,30:f7:0d:de:2c:83,88:75:56:86:da:50,fda7:6daa:70e8:4503:32f7:0dff:fede:2c83,172.16.108.162,Unassigned,CWI-Dorm,Registered,ENABLE,No,2,default location,AIR-CAP3602I-A-K9,8.5.131.0,Local,Normal,FTX1634R213,191 d 23 h 24 m 52 s, 
WAP4239,30:f7:0d:de:20:5e,88:75:56:86:1d:30,fda7:6daa:70e8:4503:32f7:0dff:fede:205e,172.16.108.162,Unassigned,CWI-Dorm,Registered,ENABLE,No,6,default location,AIR-CAP3602I-A-K9,8.5.131.0,Local,Normal,FTX1634GSAB,192 d 3 h 25 m 44 s, 
WAP4240,30:f7:0d:de:1e:e8,88:75:56:86:05:50,fda7:6daa:70e8:4503:32f7:0dff:fede:1ee8,172.16.108.162,Unassigned,CWI-Dorm,Registered,ENABLE,No,3,default location,AIR-CAP3602I-A-K9,8.5.131.0,Local,Normal,FTX1634R1TM,192 d 8 h 35 m 59 s, 
WAP4241,30:f7:0d:d3:88:a3,88:75:56:57:7f:e0,fda7:6daa:70e8:4503:32f7:0dff:fed3:88a3,172.16.108.162,Unassigned,CWI-Dorm,Registered,ENABLE,No,5,default location,AIR-CAP3602I-A-K9,8.5.131.0,Local,Normal,FTX1634R211,192 d 10 h 20 m 30 s, 
WAP4242,f8:72:ea:60:67:78,0c:68:03:38:fb:b0,fda7:6daa:70e8:4508:fa72:eaff:fe60:6778,172.16.108.162,Unassigned,CWI-Dorm,Registered,ENABLE,No,2,default location,AIR-CAP3602I-A-K9,8.5.131.0,Local,Normal,FTX1729R33C,197 d 12 h 58 m 46 s, 
WAP4243,6c:41:6a:a3:87:3a,0c:68:03:84:10:60,fda7:6daa:70e8:4508:6e41:6aff:fea3:873a,172.16.108.162,Unassigned,CWI-Dorm,Registered,ENABLE,No,3,default location,AIR-CAP3602I-A-K9,8.5.131.0,Local,Normal,FTX1729GNPB,198 d 4 h 5 m 54 s, 
WAP4244,6c:41:6a:a3:87:0a,0c:68:03:84:0c:d0,fda7:6daa:70e8:4508:6e41:6aff:fea3:870a,172.16.108.162,Unassigned,CWI-Dorm,Registered,ENABLE,No,1,default location,AIR-CAP3602I-A-K9,8.5.131.0,Local,Normal,FTX1729GNPD,197 d 22 h 8 m 29 s, 
WAP4245,f8:72:ea:e8:5b:78,0c:68:03:b0:44:00,fda7:6daa:70e8:4508:fa72:eaff:fee8:5b78,172.16.108.162,Unassigned,CWI-Dorm,Registered,ENABLE,No,1,default location,AIR-CAP3602I-A-K9,8.5.131.0,Local,Normal,FTX1729GNKP,198 d 4 h 40 m 5 s, 
WAP4246,6c:41:6a:b8:67:80,d0:c7:89:c6:f9:80,fda7:6daa:70e8:4508:6e41:6aff:feb8:6780,172.16.108.162,Unassigned,CWI-Dorm,Registered,ENABLE,No,5,default location,AIR-CAP3602I-A-K9,8.5.131.0,Local,Normal,FTX1729GNKL,198 d 15 h 51 m 12 s, 
WAP4247,6c:41:6a:b2:21:b3,0c:68:03:38:f6:f0,fda7:6daa:70e8:4508:6e41:6aff:feb2:21b3,172.16.108.162,Unassigned,CWI-Dorm,Registered,ENABLE,No,2,default location,AIR-CAP3602I-A-K9,8.5.131.0,Local,Normal,FTX1729R30C,198 d 2 h 19 m 15 s, 
WAP4248,6c:41:6a:a3:87:2a,0c:68:03:84:0f:60,fda7:6daa:70e8:4508:6e41:6aff:fea3:872a,172.16.108.162,Unassigned,CWI-Dorm,Registered,ENABLE,No,1,default location,AIR-CAP3602I-A-K9,8.5.131.0,Local,Normal,FTX1729R30E,198 d 2 h 22 m 2 s, 
WAP4249,6c:41:6a:b8:65:32,d0:c7:89:c6:d5:10,fda7:6daa:70e8:4508:6e41:6aff:feb8:6532,172.16.108.162,Unassigned,CWI-Dorm,Registered,ENABLE,No,11,default location,AIR-CAP3602I-A-K9,8.5.131.0,Local,Normal,FTX1729R30J,198 d 1 h 34 m 21 s, 
WAP4250,6c:41:6a:b2:13:d3,d0:c7:89:67:73:c0,fda7:6daa:70e8:4508:6e41:6aff:feb2:13d3,172.16.108.162,Unassigned,CWI-Dorm,Registered,ENABLE,No,1,default location,AIR-CAP3602I-A-K9,8.5.131.0,Local,Normal,FTX1729R2Y2,197 d 22 h 47 m 55 s, 
WAP4251,6c:41:6a:a3:87:4c,0c:68:03:84:11:70,fda7:6daa:70e8:4508:6e41:6aff:fea3:874c,172.16.108.162,Unassigned,CWI-Dorm,Registered,ENABLE,No,4,default location,AIR-CAP3602I-A-K9,8.5.131.0,Local,Normal,FTX1729R30L,197 d 22 h 44 m 9 s, 
WAP4252,6c:41:6a:29:86:67,d0:c7:89:c6:a0:b0,fda7:6daa:70e8:4508:6e41:6aff:fe29:8667,172.16.108.162,Unassigned,CWI-Dorm,Registered,ENABLE,No,6,default location,AIR-CAP3602I-A-K9,8.5.131.0,Local,Normal,FTX1729GNJT,198 d 5 h 25 m 39 s, 
WAP4253,f8:72:ea:60:66:9a,0c:68:03:38:ec:70,fda7:6daa:70e8:4508:fa72:eaff:fe60:669a,172.16.108.162,Unassigned,CWI-Dorm,Registered,ENABLE,No,2,default location,AIR-CAP3602I-A-K9,8.5.131.0,Local,Normal,FTX1729GNNL,198 d 8 h 14 m 58 s, 
WAP4254,6c:41:6a:a3:86:61,0c:68:03:38:a9:70,fda7:6daa:70e8:4508:6e41:6aff:fea3:8661,172.16.108.162,Unassigned,CWI-Dorm,Registered,ENABLE,No,1,default location,AIR-CAP3602I-A-K9,8.5.131.0,Local,Normal,FTX1729R32W,198 d 6 h 44 m 34 s, 
WAP4255,00:06:f6:4d:60:5f,b4:e9:b0:b4:1b:c0,fda7:6daa:70e8:4506:0206:f6ff:fe4d:605f,172.16.108.162,Unassigned,CWI-Dorm,Registered,ENABLE,No,2,default location,AIR-CAP3602I-A-K9,8.5.131.0,Local,Normal,FTX1712R02Z,107 d 3 h 27 m 25 s, 
WAP4256,44:03:a7:a3:09:c4,04:da:d2:b3:a1:00,fda7:6daa:70e8:4506:4603:a7ff:fea3:09c4,172.16.108.162,Unassigned,CWI-Dorm,Registered,ENABLE,No,4,default location,AIR-CAP3602I-A-K9,8.5.131.0,Local,Normal,FTX1712GH9E,106 d 22 h 57 m 36 s, 
WAP4257,44:03:a7:34:9c:6c,b4:e9:b0:b2:06:80,fda7:6daa:70e8:4506:4603:a7ff:fe34:9c6c,172.16.108.162,Unassigned,CWI-Dorm,Registered,ENABLE,No,4,default location,AIR-CAP3602I-A-K9,8.5.131.0,Local,Normal,FTX1712GHA8,106 d 21 h 58 m 35 s, 
WAP4258,00:06:f6:4d:68:d7,b4:e9:b0:b4:a5:80,fda7:6daa:70e8:4506:0206:f6ff:fe4d:68d7,172.16.108.162,Unassigned,CWI-Dorm,Registered,ENABLE,No,3,default location,AIR-CAP3602I-A-K9,8.5.131.0,Local,Normal,FTX1712R02A,106 d 23 h 59 m 35 s, 
WAP4259,00:06:f6:4d:62:b5,b4:e9:b0:b4:41:90,fda7:6daa:70e8:4506:0206:f6ff:fe4d:62b5,172.16.108.162,Unassigned,CWI-Dorm,Registered,ENABLE,No,2,default location,AIR-CAP3602I-A-K9,8.5.131.0,Local,Normal,FTX1712GH6S,107 d 2 h 59 m 21 s, 
WAP4260,44:03:a7:a3:11:46,f0:29:29:2a:19:c0,fda7:6daa:70e8:4506:4603:a7ff:fea3:1146,172.16.108.162,Unassigned,CWI-Dorm,Registered,ENABLE,No,5,default location,AIR-CAP3602I-A-K9,8.5.131.0,Local,Normal,FTX1712GH6T,107 d 3 h 20 m 4 s, 
WAP4261,44:03:a7:a3:09:25,04:da:d2:b3:97:00,fda7:6daa:70e8:4506:4603:a7ff:fea3:0925,172.16.108.162,Unassigned,CWI-Dorm,Registered,ENABLE,No,3,default location,AIR-CAP3602I-A-K9,8.5.131.0,Local,Normal,FTX1712R03G,107 d 2 h 19 m 4 s, 
WAP4262,44:03:a7:a3:08:a0,04:da:d2:b3:8e:30,fda7:6daa:70e8:4506:4603:a7ff:fea3:08a0,172.16.108.162,Unassigned,CWI-Dorm,Registered,ENABLE,No,8,default location,AIR-CAP3602I-A-K9,8.5.131.0,Local,Normal,FTX1712R03H,107 d 2 h 1 m 11 s, 
WAP4263,44:03:a7:40:cb:28,04:da:d2:91:f2:90,fda7:6daa:70e8:4506:4603:a7ff:fe40:cb28,172.16.108.162,Unassigned,CWI-Dorm,Registered,ENABLE,No,9,default location,AIR-CAP3602I-A-K9,8.5.131.0,Local,Normal,FTX1712R03K,107 d 2 h 6 m 47 s, 
WAP4264,60:73:5c:89:42:12,88:75:56:af:6b:00,fda7:6daa:70e8:4521:6273:5cff:fe89:4212,172.16.108.162,Unassigned,CWI-Dorm,Registered,ENABLE,No,5,default location,AIR-CAP3602I-A-K9,8.5.131.0,Local,Normal,FTX1634R1YN,198 d 19 h 53 m 45 s, 
WAP4265,30:f7:0d:de:23:fc,88:75:56:86:55:50,fda7:6daa:70e8:4521:32f7:0dff:fede:23fc,172.16.108.162,Unassigned,CWI-Dorm,Registered,ENABLE,No,2,default location,AIR-CAP3602I-A-K9,8.5.131.0,Local,Normal,FTX1634GS8T,119 d 14 h 34 m 8 s, 
WAP4266,30:f7:0d:de:2c:41,88:75:56:86:d6:20,fda7:6daa:70e8:4521:32f7:0dff:fede:2c41,172.16.108.162,Unassigned,CWI-Dorm,Registered,ENABLE,No,7,default location,AIR-CAP3602I-A-K9,8.5.131.0,Local,Normal,FTX1634GS4A,118 d 18 h 35 m 1 s, 
WAP4267,44:03:a7:a3:13:40,f0:29:29:2a:39:c0,fda7:6daa:70e8:4521:4603:a7ff:fea3:1340,172.16.108.162,Unassigned,CWI-Dorm,Registered,ENABLE,No,2,default location,AIR-CAP3602I-A-K9,8.5.131.0,Local,Normal,FTX1712R02M,198 d 22 h 21 m 15 s, 
WAP4268,bc:16:65:bd:8d:e2,f4:1f:c2:8b:11:80,fda7:6daa:70e8:4521:be16:65ff:febd:8de2,172.16.108.162,Unassigned,CWI-Dorm,Registered,ENABLE,No,2,default location,AIR-CAP3602I-A-K9,8.5.131.0,Local,Normal,FTX1719GPL1,198 d 21 h 43 m 18 s, 
WAP4269,bc:16:65:bd:8d:c6,f4:1f:c2:8b:0f:e0,fda7:6daa:70e8:4521:be16:65ff:febd:8dc6,172.16.108.162,Unassigned,CWI-Dorm,Registered,ENABLE,No,7,default location,AIR-CAP3602I-A-K9,8.5.131.0,Local,Normal,FTX1719R39S,198 d 19 h 20 m 31 s, 
WAP4270,bc:16:65:bd:8d:8f,f4:1f:c2:8b:0c:70,fda7:6daa:70e8:4521:be16:65ff:febd:8d8f,172.16.108.162,Unassigned,CWI-Dorm,Registered,ENABLE,No,0,default location,AIR-CAP3602I-A-K9,8.5.131.0,Local,Normal,FTX1719R39W,198 d 21 h 49 m 54 s, 
WAP4271,bc:16:65:bd:8d:8a,f4:1f:c2:8b:0c:20,fda7:6daa:70e8:4521:be16:65ff:febd:8d8a,172.16.108.162,Unassigned,CWI-Dorm,Registered,ENABLE,No,0,default location,AIR-CAP3602I-A-K9,8.5.131.0,Local,Normal,FTX1719R39K,198 d 17 h 31 m 14 s, 
