AP Name,Ethernet MAC Address,BaseRadio MAC Address,IP Address,Controller IP,Map Location,AP Group Name,Operational Status,Admin Status,Maintenance Mode,Client Count,AP Location,AP Model,Software Version,AP Mode,POE Status,AP Serial Number,AP Uptime,Upgrade Group
WAP2,c0:67:af:5b:16:e7,c0:25:5c:48:51:40,fda7:6daa:70e8:4519:c267:afff:fe5b:16e7,Not Associated,Unassigned,CWI-West,Not Registered,ENABLE,No,0,default location,AIR-CAP3602I-A-K9,8.5.131.0,Local,Normal,FTX1743GHB4,198 d 19 h 38 m 30 s, 
WAP3,e4:c7:22:cd:b7:9f,34:db:fd:bf:cc:10,fda7:6daa:70e8:4514:e6c7:22ff:fecd:b79f,Not Associated,Unassigned,CWI-West,Not Registered,ENABLE,No,0,default location,AIR-CAP3602I-A-K9,8.5.131.0,Local,Normal,FTX1803GHUB,198 d 9 h 27 m 37 s, 
WAP4,e4:c7:22:cd:b8:08,34:db:fd:bf:d3:a0,fda7:6daa:70e8:4514:e6c7:22ff:fecd:b808,172.16.108.162,Unassigned,CWI-East,Registered,ENABLE,No,8,default location,AIR-CAP3602I-A-K9,8.5.131.0,Local,Normal,FTX1803GHU3,198 d 0 h 50 m 23 s, 
WAP5,78:da:6e:42:9a:67,c0:7b:bc:77:93:50,fda7:6daa:70e8:4519:7ada:6eff:fe42:9a67,172.16.108.162,Unassigned,CWI-East,Registered,ENABLE,No,11,default location,AIR-CAP3602I-A-K9,8.5.131.0,Local,Normal,FTX1748R0BU,34 d 18 h 52 m 42 s, 
WAP6,44:03:a7:40:cc:25,b4:e9:b0:ee:02:80,fda7:6daa:70e8:4506:4603:a7ff:fe40:cc25,172.16.108.162,Unassigned,CWI-East,Registered,ENABLE,No,8,default location,AIR-CAP3602I-A-K9,8.5.131.0,Local,Normal,FTX1712GHAV,107 d 4 h 4 m 48 s, 
WAP7,f8:72:ea:e8:5b:51,0c:68:03:b0:41:40,fda7:6daa:70e8:4510:fa72:eaff:fee8:5b51,172.16.108.162,Unassigned,CWI-East,Registered,ENABLE,No,6,default location,AIR-CAP3602I-A-K9,8.5.131.0,Local,Normal,FTX1729GNQ1,17 d 12 h 4 m 6 s, 
WAP8,44:03:a7:40:d5:c9,b4:e9:b0:ee:9f:30,fda7:6daa:70e8:4506:4603:a7ff:fe40:d5c9,172.16.108.162,Unassigned,CWI-East,Registered,ENABLE,No,12,default location,AIR-CAP3602I-A-K9,8.5.131.0,Local,Normal,FTX1712GHBP,107 d 1 h 44 m 1 s, 
WAP9,78:da:6e:f2:5b:c4,1c:1d:86:e8:b1:00,fda7:6daa:70e8:4519:7ada:6eff:fef2:5bc4,172.16.108.161,Unassigned,CWI-East,Registered,ENABLE,No,7,default location,AIR-CAP3602I-A-K9,8.5.131.0,Local,Normal,FTX1810GHV6,198 d 11 h 45 m 13 s, 
WAP10,c0:67:af:28:ce:df,e8:ed:f3:59:91:d0,fda7:6daa:70e8:4519:c267:afff:fe28:cedf,172.16.108.161,Unassigned,CWI-East,Registered,ENABLE,No,3,default location,AIR-CAP3602I-A-K9,8.5.131.0,Local,Normal,FTX1743R03N,198 d 13 h 56 m 29 s, 
WAP11,f8:72:ea:60:67:5e,0c:68:03:38:fa:00,fda7:6daa:70e8:4510:fa72:eaff:fe60:675e,172.16.108.161,Unassigned,CWI-East,Registered,ENABLE,No,5,default location,AIR-CAP3602I-A-K9,8.5.131.0,Local,Normal,FTX1729GNQ5,17 d 11 h 33 m 41 s, 
WAP12,88:5a:92:68:59:10,18:9c:5d:ee:6f:30,fda7:6daa:70e8:4519:8a5a:92ff:fe68:5910,172.16.108.161,Unassigned,CWI-East,Registered,ENABLE,No,4,default location,AIR-CAP3602I-A-K9,8.5.131.0,Local,Normal,FTX1748GHKZ,198 d 12 h 30 m 28 s, 
WAP13,c0:67:af:5b:1a:b0,c0:25:5c:48:8d:20,fda7:6daa:70e8:4522:c267:afff:fe5b:1ab0,172.16.108.161,Unassigned,CWI-East,Registered,ENABLE,No,8,default location,AIR-CAP3602I-A-K9,8.5.131.0,Local,Normal,FTX1743R05E,121 d 15 h 30 m 40 s, 
WAP14,44:03:a7:34:8f:dc,68:86:a7:d7:3e:80,fda7:6daa:70e8:4506:4603:a7ff:fe34:8fdc,172.16.108.161,Unassigned,CWI-East,Registered,ENABLE,No,12,default location,AIR-CAP3602I-A-K9,8.5.131.0,Local,Normal,FTX1712GHAZ,107 d 1 h 28 m 24 s, 
WAP15,a8:0c:0d:be:8d:c5,c4:14:3c:28:9b:60,fda7:6daa:70e8:4519:aa0c:0dff:febe:8dc5,172.16.108.161,Unassigned,CWI-East,Registered,ENABLE,No,6,default location,AIR-CAP3602E-A-K9,8.5.131.0,Local,Normal,FTX1803R0Z1,11 d 23 h 18 m 54 s, 
WAP16,c0:67:af:5b:10:8e,e8:ed:f3:cd:eb:b0,fda7:6daa:70e8:4522:c267:afff:fe5b:108e,172.16.108.162,Unassigned,CWI-East,Registered,ENABLE,No,1,default location,AIR-CAP3602I-A-K9,8.5.131.0,Local,Normal,FTX1743GH84,121 d 15 h 16 m 28 s, 
WAP17,c0:8c:60:f9:9f:95,e8:ed:f3:11:73:40,fda7:6daa:70e8:4522:c28c:60ff:fef9:9f95,172.16.108.161,Unassigned,CWI-East,Registered,ENABLE,No,6,default location,AIR-CAP3602I-A-K9,8.5.131.0,Local,Normal,FTX1743GH6G,121 d 15 h 23 m 22 s, 
WAP18,44:03:a7:34:9c:b0,b4:e9:b0:b2:0a:c0,fda7:6daa:70e8:4506:4603:a7ff:fe34:9cb0,172.16.108.161,Unassigned,CWI-East,Registered,ENABLE,No,1,default location,AIR-CAP3602I-A-K9,8.5.131.0,Local,Normal,FTX1712GHA4,107 d 0 h 52 m 11 s, 
WAP19,c0:67:af:5b:17:03,c0:25:5c:48:53:10,fda7:6daa:70e8:4522:c267:afff:fe5b:1703,172.16.108.161,Unassigned,CWI-East,Registered,ENABLE,No,0,default location,AIR-CAP3602I-A-K9,8.5.131.0,Local,Normal,FTX1743R06D,121 d 15 h 54 m 57 s, 
WAP20,00:06:f6:cc:f4:37,b4:e9:b0:ef:13:20,fda7:6daa:70e8:4506:0206:f6ff:fecc:f437,172.16.108.161,Unassigned,CWI-East,Registered,ENABLE,No,7,default location,AIR-CAP3602I-A-K9,8.5.131.0,Local,Normal,FTX1712GH8U,180 d 5 h 0 m 56 s, 
WAP21,bc:16:65:6d:06:96,f4:1f:c2:03:97:50,fda7:6daa:70e8:4508:be16:65ff:fe6d:0696,172.16.108.161,Unassigned,CWI-East,Registered,ENABLE,No,11,default location,AIR-CAP3602I-A-K9,8.5.131.0,Local,Normal,FTX1720GMPZ,80 d 16 h 43 m 40 s, 
WAP22,44:03:a7:34:9b:fd,b4:e9:b0:b2:00:70,fda7:6daa:70e8:4506:4603:a7ff:fe34:9bfd,172.16.108.161,Unassigned,CWI-East,Registered,ENABLE,No,2,default location,AIR-CAP3602I-A-K9,8.5.131.0,Local,Normal,FTX1712GHAR,198 d 10 h 32 m 28 s, 
WAP23,e4:c7:22:cd:a8:8a,34:db:fd:be:da:f0,fda7:6daa:70e8:4512:e6c7:22ff:fecd:a88a,172.16.108.161,Unassigned,CWI-East,Registered,ENABLE,No,7,default location,AIR-CAP3602I-A-K9,8.5.131.0,Local,Normal,FTX1745GJYQ,198 d 10 h 55 m 6 s, 
WAP24,6c:41:6a:b2:20:a5,04:da:d2:91:0d:90,fda7:6daa:70e8:4508:6e41:6aff:feb2:20a5,172.16.108.161,Unassigned,CWI-East,Registered,ENABLE,No,12,default location,AIR-CAP3602I-A-K9,8.5.131.0,Local,Normal,FTX1729R32S,198 d 4 h 33 m 58 s, 
WAP25,bc:16:65:66:a7:ca,f4:1f:c2:fa:62:30,fda7:6daa:70e8:4510:be16:65ff:fe66:a7ca,172.16.108.161,Unassigned,CWI-East,Registered,ENABLE,No,1,default location,AIR-CAP3602I-A-K9,8.5.131.0,Local,Normal,FTX1720GMN2,17 d 12 h 3 m 4 s, 
WAP26,c0:8c:60:f9:a0:b2,e8:ed:f3:11:83:f0,fda7:6daa:70e8:4522:c28c:60ff:fef9:a0b2,172.16.108.161,Unassigned,CWI-East,Registered,ENABLE,No,0,default location,AIR-CAP3602I-A-K9,8.5.131.0,Local,Normal,FTX1743GH5Z,121 d 14 h 49 m 35 s, 
WAP27,2c:54:2d:68:fb:69,a4:18:75:59:1b:30,fda7:6daa:70e8:4519:2e54:2dff:fe68:fb69,172.16.108.161,Unassigned,CWI-East,Registered,ENABLE,No,20,default location,AIR-CAP3602I-A-K9,8.5.131.0,Local,Normal,FTX1634GSAE,144 d 14 h 23 m 15 s, 
WAP28,c0:8c:60:f9:97:c4,e8:ed:f3:10:c4:20,fda7:6daa:70e8:4522:c28c:60ff:fef9:97c4,172.16.108.161,Unassigned,CWI-East,Registered,ENABLE,No,10,default location,AIR-CAP3602I-A-K9,8.5.131.0,Local,Normal,FTX1743GH85,121 d 8 h 20 m 17 s, 
WAP29,e4:c7:22:cd:b3:78,34:db:fd:bf:cd:60,fda7:6daa:70e8:4504:e6c7:22ff:fecd:b378,172.16.108.161,Unassigned,CWI-East,Registered,ENABLE,No,5,default location,AIR-CAP3602I-A-K9,8.5.131.0,Local,Normal,FTX1803R0EE,198 d 19 h 6 m 44 s, 
WAP30,e4:c7:22:cd:b7:ff,34:db:fd:bf:d2:f0,fda7:6daa:70e8:4514:e6c7:22ff:fecd:b7ff,172.16.108.161,Unassigned,CWI-East,Registered,ENABLE,No,0,default location,AIR-CAP3602I-A-K9,8.5.131.0,Local,Normal,FTX1803GHU5,197 d 21 h 14 m 40 s, 
WAP31,a8:0c:0d:be:8d:d7,c4:14:3c:28:9c:80,fda7:6daa:70e8:4519:aa0c:0dff:febe:8dd7,172.16.108.161,Unassigned,CWI-East,Registered,ENABLE,No,0,default location,AIR-CAP3602E-A-K9,8.5.131.0,Local,Normal,FTX1803R0Z2,143 d 13 h 30 m 6 s, 
WAP32,bc:16:65:16:7c:8f,f4:1f:c2:98:fb:80,fda7:6daa:70e8:4504:be16:65ff:fe16:7c8f,172.16.108.161,Unassigned,CWI-East,Registered,ENABLE,No,0,default location,AIR-CAP3602I-A-K9,8.5.131.0,Local,Normal,FTX1720GMQU,198 d 3 h 11 m 28 s, 
WAP33,6c:41:6a:b8:66:7c,d0:c7:89:c6:e9:b0,fda7:6daa:70e8:4520:6e41:6aff:feb8:667c,172.16.108.161,Unassigned,CWI-East,Registered,ENABLE,No,3,default location,AIR-CAP3602I-A-K9,8.5.131.0,Local,Normal,FTX1729GNP2,52 d 11 h 16 m 13 s, 
WAP34,70:e4:22:b3:02:78,70:e4:22:b3:b1:60,fda7:6daa:70e8:4508:72e4:22ff:feb3:0278,172.16.108.161,Unassigned,CWI-East,Registered,ENABLE,No,2,default location,AIR-CAP3702I-A-K9,8.5.131.0,Local,Normal,FCW1942N8QC,198 d 1 h 31 m 1 s, 
WAP35,7c:ad:74:50:22:39,70:10:5c:b9:ce:90,fda7:6daa:70e8:4506:7ead:74ff:fe50:2239,172.16.108.161,Unassigned,CWI-East,Registered,ENABLE,No,5,default location,AIR-CAP3602E-A-K9,8.5.131.0,Local,Normal,FTX1719GHZR,198 d 21 h 5 m 12 s, 
WAP36,6c:41:6a:b2:21:4d,0c:68:03:38:e9:40,fda7:6daa:70e8:4508:6e41:6aff:feb2:214d,172.16.108.161,Unassigned,CWI-East,Registered,ENABLE,No,0,default location,AIR-CAP3602I-A-K9,8.5.131.0,Local,Normal,FTX1729R32T,198 d 7 h 36 m 3 s, 
WAP37,30:f7:0d:f6:f4:09,88:75:56:1f:fb:20,fda7:6daa:70e8:4508:32f7:0dff:fef6:f409,172.16.108.161,Unassigned,CWI-East,Registered,ENABLE,No,0,default location,AIR-CAP3602I-A-K9,8.5.131.0,Local,Normal,FTX1634GRYJ,197 d 12 h 53 m 14 s, 
WAP38,f8:72:ea:60:6d:0f,0c:68:03:39:4e:30,fda7:6daa:70e8:4510:fa72:eaff:fe60:6d0f,172.16.108.161,Unassigned,CWI-East,Registered,ENABLE,No,1,default location,AIR-CAP3602I-A-K9,8.5.131.0,Local,Normal,FTX1729GNG0,17 d 11 h 35 m 20 s, 
WAP39,88:5a:92:68:59:17,18:9c:5d:ee:6f:a0,fda7:6daa:70e8:4519:8a5a:92ff:fe68:5917,172.16.108.161,Unassigned,CWI-East,Registered,ENABLE,No,0,default location,AIR-CAP3602I-A-K9,8.5.131.0,Local,Normal,FTX1748R0CD,198 d 12 h 53 m 54 s, 
WAP40,88:5a:92:68:58:b5,18:9c:5d:ee:69:20,fda7:6daa:70e8:4519:8a5a:92ff:fe68:58b5,172.16.108.161,Unassigned,CWI-East,Registered,ENABLE,No,1,default location,AIR-CAP3602I-A-K9,8.5.131.0,Local,Normal,FTX1748R0CE,198 d 14 h 56 m 44 s, 
WAP41,e4:c7:22:cd:a8:65,34:db:fd:be:d8:a0,fda7:6daa:70e8:4512:e6c7:22ff:fecd:a865,172.16.108.161,Unassigned,CWI-East,Registered,ENABLE,No,0,default location,AIR-CAP3602I-A-K9,8.5.131.0,Local,Normal,FTX1745GJYM,197 d 3 h 23 m 56 s, 
WAP42,e4:c7:22:81:2d:f1,64:e9:50:32:48:60,fda7:6daa:70e8:4512:e6c7:22ff:fe81:2df1,172.16.108.161,Unassigned,CWI-East,Registered,ENABLE,No,6,default location,AIR-CAP3602I-A-K9,8.5.131.0,Local,Normal,FTX1745GJYG,197 d 9 h 35 m 58 s, 
WAP43,6c:41:6a:29:73:89,d0:c7:89:0b:1c:d0,fda7:6daa:70e8:4522:6e41:6aff:fe29:7389,172.16.108.161,Unassigned,CWI-East,Registered,ENABLE,No,0,default location,AIR-CAP3602E-A-K9,8.5.131.0,Local,Normal,FTX1735R00G,121 d 15 h 59 m 36 s, 
WAP44,f8:72:ea:e8:6f:c3,0c:68:03:b1:6f:80,fda7:6daa:70e8:4520:fa72:eaff:fee8:6fc3,172.16.108.161,Unassigned,CWI-East,Registered,ENABLE,No,1,default location,AIR-CAP3602I-A-K9,8.5.131.0,Local,Normal,FTX1729GNJH,52 d 11 h 33 m 34 s, 
WAP45,bc:16:65:66:9c:e2,44:ad:d9:a1:ae:20,fda7:6daa:70e8:4510:be16:65ff:fe66:9ce2,172.16.108.161,Unassigned,CWI-East,Registered,ENABLE,No,0,default location,AIR-CAP3602I-A-K9,8.5.131.0,Local,Normal,FTX1719R38Z,18 d 7 h 57 m 4 s, 
WAP46,1c:6a:7a:16:db:cc,1c:6a:7a:0f:bb:c0,fda7:6daa:70e8:4509:1e6a:7aff:fe16:dbcc,172.16.108.161,Unassigned,CWI-East,Registered,ENABLE,No,0,default location,AIR-CAP3702I-A-K9,8.5.131.0,Local,Normal,FTX1827R15P,198 d 22 h 0 m 6 s, 
WAP47,70:e4:22:e5:1d:34,70:e4:22:f7:ec:10,fda7:6daa:70e8:4512:72e4:22ff:fee5:1d34,172.16.108.161,Unassigned,CWI-East,Registered,ENABLE,No,0,default location,AIR-CAP3702I-A-K9,8.5.131.0,Local,Normal,FCW1942NEJC,198 d 18 h 39 m 50 s, 
WAP48,44:03:a7:a3:1a:66,f0:29:29:2a:aa:20,fda7:6daa:70e8:4506:4603:a7ff:fea3:1a66,172.16.108.161,Unassigned,CWI-East,Registered,ENABLE,No,0,default location,AIR-CAP3602I-A-K9,8.5.131.0,Local,Normal,FTX1712GHA5,107 d 2 h 52 m 59 s, 
WAP49,a8:0c:0d:be:8d:f7,c4:14:3c:28:9e:70,fda7:6daa:70e8:4519:aa0c:0dff:febe:8df7,172.16.108.161,Unassigned,CWI-East,Registered,ENABLE,No,1,default location,AIR-CAP3602E-A-K9,8.5.131.0,Local,Normal,FTX1803GJVT,184 d 19 h 47 m 23 s, 
WAP50,18:80:90:34:fa:98,18:80:90:55:8c:30,fda7:6daa:70e8:4508:1a80:90ff:fe34:fa98,172.16.108.161,Unassigned,CWI-East,Registered,ENABLE,No,0,default location,AIR-CAP3702I-B-K9,8.5.131.0,Local,Normal,FCW2122J4AV,198 d 6 h 19 m 19 s, 
WAP51,bc:16:65:bd:9b:0a,f4:1f:c2:8b:ea:90,fda7:6daa:70e8:4504:be16:65ff:febd:9b0a,172.16.108.161,Unassigned,CWI-East,Registered,ENABLE,No,17,default location,AIR-CAP3602I-A-K9,8.5.131.0,Local,Normal,FTX1720GMQ4,160 d 2 h 26 m 52 s, 
WAP52,1c:6a:7a:5a:70:14,1c:6a:7a:5b:29:10,fda7:6daa:70e8:4509:1e6a:7aff:fe5a:7014,172.16.108.161,Unassigned,CWI-East,Registered,ENABLE,No,0,default location,AIR-CAP3702I-A-K9,8.5.131.0,Local,Normal,FTX1827R16D,198 d 17 h 15 m 9 s, 
WAP53,1c:6a:7a:61:3f:20,1c:6a:7a:61:66:40,fda7:6daa:70e8:4509:1e6a:7aff:fe61:3f20,172.16.108.162,Unassigned,CWI-East,Registered,ENABLE,No,1,default location,AIR-CAP3702I-A-K9,8.5.131.0,Local,Normal,FTX1827R16N,198 d 13 h 59 m 24 s, 
WAP54,88:5a:92:6a:ac:14,64:e9:50:b8:80:a0,fda7:6daa:70e8:4512:8a5a:92ff:fe6a:ac14,172.16.108.162,Unassigned,CWI-East,Registered,ENABLE,No,2,default location,AIR-CAP3602I-A-K9,8.5.131.0,Local,Normal,FTX1745GJYT,198 d 13 h 11 m 52 s, 
WAP55,30:f7:0d:d3:7f:1d,88:75:56:56:eb:50,fda7:6daa:70e8:4503:32f7:0dff:fed3:7f1d,172.16.108.162,Unassigned,CWI-East,Registered,ENABLE,No,5,default location,AIR-CAP3602I-A-K9,8.5.131.0,Local,Normal,FTX1634R1UX,192 d 13 h 42 m 25 s, 
WAP56,d8:67:d9:bc:ec:2c,10:bd:18:5f:15:40,fda7:6daa:70e8:4513:da67:d9ff:febc:ec2c,172.16.108.162,Unassigned,CWI-East,Registered,ENABLE,No,2,default location,AIR-CAP3602I-A-K9,8.5.131.0,Local,Normal,FTX1626R0VZ,49 d 15 h 37 m 48 s, 
WAP57,f8:72:ea:60:67:86,0c:68:03:38:fc:90,fda7:6daa:70e8:4510:fa72:eaff:fe60:6786,172.16.108.162,Unassigned,CWI-East,Registered,ENABLE,No,0,default location,AIR-CAP3602I-A-K9,8.5.131.0,Local,Normal,FTX1729GNQ2,17 d 11 h 40 m 33 s, 
WAP58,7c:ad:74:fb:d8:ca,08:cc:68:b9:7b:d0,fda7:6daa:70e8:4510:7ead:74ff:fefb:d8ca,172.16.108.162,Unassigned,CWI-East,Registered,ENABLE,No,0,default location,AIR-CAP3602E-A-K9,8.5.131.0,Local,Normal,FTX1719GJ00,17 d 11 h 33 m 13 s, 
WAP59,d8:67:d9:bc:ec:6e,10:bd:18:5f:19:50,fda7:6daa:70e8:4519:da67:d9ff:febc:ec6e,172.16.108.162,Unassigned,CWI-East,Registered,ENABLE,No,3,default location,AIR-CAP3602I-A-K9,8.5.131.0,Local,Normal,FTX1626R0UZ,3 h 40 m 44 s, 
WAP60,bc:16:65:bd:9a:6d,f4:1f:c2:8b:e0:80,fda7:6daa:70e8:4504:be16:65ff:febd:9a6d,172.16.108.162,Unassigned,CWI-East,Registered,ENABLE,No,4,default location,AIR-CAP3602I-A-K9,8.5.131.0,Local,Normal,FTX1720GN1S,198 d 7 h 8 m 20 s, 
WAP61,2c:54:2d:68:fb:88,a4:18:75:59:1d:10,fda7:6daa:70e8:4509:2e54:2dff:fe68:fb88,172.16.108.162,Unassigned,CWI-East,Registered,ENABLE,No,1,default location,AIR-CAP3602I-A-K9,8.5.131.0,Local,Normal,FTX1634GSAJ,199 d 5 h 6 m 22 s, 
WAP62,6c:41:6a:a3:6c:3d,d0:c7:89:66:70:90,fda7:6daa:70e8:4522:6e41:6aff:fea3:6c3d,172.16.108.162,Unassigned,CWI-East,Registered,ENABLE,No,1,default location,AIR-CAP3602E-A-K9,8.5.131.0,Local,Normal,FTX1735R00H,121 d 15 h 43 m 28 s, 
WAP63,a4:6c:2a:18:07:f4,5c:83:8f:60:a9:60,fda7:6daa:70e8:4509:a66c:2aff:fe18:07f4,172.16.108.162,Unassigned,CWI-East,Registered,ENABLE,No,5,default location,AIR-CAP3702I-A-K9,8.5.131.0,Local,Normal,FCW1930NPXB,198 d 17 h 43 m 46 s, 
WAP64,bc:16:65:6c:fa:d4,f4:1f:c2:02:d6:f0,fda7:6daa:70e8:4510:be16:65ff:fe6c:fad4,172.16.108.162,Unassigned,CWI-East,Registered,ENABLE,No,8,default location,AIR-CAP3602I-A-K9,8.5.131.0,Local,Normal,FTX1719R39C,17 d 12 h 2 m 8 s, 
WAP65,18:80:90:03:d2:90,18:80:90:3d:4d:60,fda7:6daa:70e8:4508:1a80:90ff:fe03:d290,172.16.108.162,Unassigned,CWI-East,Registered,ENABLE,No,6,default location,AIR-CAP3702I-B-K9,8.5.131.0,Local,Normal,FCW2122J4TQ,198 d 6 h 52 m 1 s, 
WAP66,5c:83:8f:60:07:90,5c:83:8f:79:19:50,fda7:6daa:70e8:4509:5e83:8fff:fe60:0790,172.16.108.162,Unassigned,CWI-East,Registered,ENABLE,No,3,default location,AIR-CAP3702I-A-K9,8.5.131.0,Local,Normal,FCW1930NQ4G,198 d 23 h 33 m 59 s, 
WAP67,6c:41:6a:b2:21:9c,0c:68:03:b0:17:d0,fda7:6daa:70e8:4508:6e41:6aff:feb2:219c,172.16.108.162,Unassigned,CWI-East,Registered,ENABLE,No,7,default location,AIR-CAP3602I-A-K9,8.5.131.0,Local,Normal,FTX1729R33A,198 d 6 h 51 m 25 s, 
WAP68,40:ce:24:a2:be:48,18:80:90:4e:f3:c0,fda7:6daa:70e8:4508:42ce:24ff:fea2:be48,172.16.108.162,Unassigned,CWI-East,Registered,ENABLE,No,1,default location,AIR-CAP3702I-B-K9,8.5.131.0,Local,Normal,FCW2122J3TQ,198 d 2 h 52 m 54 s, 
WAP69,cc:46:d6:a8:f1:88,cc:46:d6:dc:f4:00,fda7:6daa:70e8:4507:ce46:d6ff:fea8:f188,172.16.108.162,Unassigned,CWI-East,Registered,ENABLE,No,3,default location,AIR-CAP3702P-A-K9,8.5.131.0,Local,Normal,FJC1949F4V1,198 d 9 h 56 m 12 s, 
WAP70,a4:93:4c:b2:63:e0,18:33:9d:f1:b6:00,fda7:6daa:70e8:4512:a693:4cff:feb2:63e0,172.16.16.122,Unassigned,default-group,Registered,ENABLE,No,0,default location,AIR-CAP3602I-A-K9,8.5.131.0,Local,Normal,FTX1626GL0G,199 d 1 h 31 m 7 s, 
WAP71,c0:67:af:28:ce:ee,e8:ed:f3:59:92:c0,fda7:6daa:70e8:4522:c267:afff:fe28:ceee,172.16.140.51,Unassigned,Lab,Registered,ENABLE,No,10,default location,AIR-CAP3602I-A-K9,8.5.131.0,Local,Normal,FTX1743GH7L,121 d 11 h 30 m 41 s, 
WAP72,bc:16:65:16:7c:83,f4:1f:c2:98:fa:a0,fda7:6daa:70e8:4508:be16:65ff:fe16:7c83,Not Associated,Unassigned,default-group,Not Registered,ENABLE,No,0,default location,AIR-CAP3602I-A-K9,8.5.131.0,Local,Normal,FTX1720R2QV,80 d 17 h 26 m 21 s, 
WAP73,bc:16:65:16:7a:48,f4:1f:c2:8b:de:60,fda7:6daa:70e8:4510:be16:65ff:fe16:7a48,172.16.108.161,Unassigned,CWI-East,Registered,ENABLE,No,0,default location,AIR-CAP3602I-A-K9,8.5.131.0,Local,Normal,FTX1720GMMU,17 d 11 h 29 m 31 s, 
WAP74,b8:38:61:ca:96:ac,f8:c2:88:fc:9f:10,fda7:6daa:70e8:4519:ba38:61ff:feca:96ac,172.16.108.161,Unassigned,CWI-East,Registered,ENABLE,No,6,default location,AIR-CAP3702I-A-K9,8.5.131.0,Local,Normal,FTX1827R18Z,198 d 9 h 49 m 45 s, 
WAP75,18:80:90:34:fb:48,18:80:90:55:8e:c0,fda7:6daa:70e8:4508:1a80:90ff:fe34:fb48,172.16.108.161,Unassigned,CWI-East,Registered,ENABLE,No,0,default location,AIR-CAP3702I-B-K9,8.5.131.0,Local,Normal,FCW2122J4JL,197 d 23 h 44 m 41 s, 
WAP76,bc:16:65:bd:9a:7a,f4:1f:c2:8b:e1:60,fda7:6daa:70e8:4504:be16:65ff:febd:9a7a,172.16.108.161,Unassigned,CWI-East,Registered,ENABLE,No,0,default location,AIR-CAP3602I-A-K9,8.5.131.0,Local,Normal,FTX1720R2P4,198 d 5 h 21 m 20 s, 
WAP77,50:57:a8:d6:91:84,c8:f9:f9:34:92:30,fda7:6daa:70e8:4507:5257:a8ff:fed6:9184,172.16.108.161,Unassigned,CWI-East,Registered,ENABLE,No,4,default location,AIR-CAP3602E-A-K9,8.5.131.0,Local,Normal,FTX1622GH1Z,198 d 23 h 3 m 24 s, 
WAP78,d8:67:d9:bc:ed:87,10:bd:18:5f:2b:10,fda7:6daa:70e8:4507:da67:d9ff:febc:ed87,172.16.108.161,Unassigned,CWI-East,Registered,ENABLE,No,5,default location,AIR-CAP3602I-A-K9,8.5.131.0,Local,Normal,FTX1626GKYE,198 d 1 h 36 m 31 s, 
WAP79,c0:67:af:5b:17:15,c0:25:5c:48:54:10,fda7:6daa:70e8:4522:c267:afff:fe5b:1715,172.16.108.161,Unassigned,CWI-East,Registered,ENABLE,No,0,default location,AIR-CAP3602I-A-K9,8.5.131.0,Local,Normal,FTX1743GHAD,121 d 19 h 55 m 28 s, 
WAP80,6c:41:6a:b2:1f:72,d0:c7:89:67:e8:40,fda7:6daa:70e8:4520:6e41:6aff:feb2:1f72,172.16.108.161,Unassigned,CWI-East,Registered,ENABLE,No,3,default location,AIR-CAP3602I-A-K9,8.5.131.0,Local,Normal,FTX1729GNHA,52 d 11 h 13 m 11 s, 
WAP81,bc:16:65:bd:9a:c3,f4:1f:c2:8b:e6:30,fda7:6daa:70e8:4508:be16:65ff:febd:9ac3,172.16.108.161,Unassigned,CWI-East,Registered,ENABLE,No,0,default location,AIR-CAP3602I-A-K9,8.5.131.0,Local,Normal,FTX1720GMR8,80 d 17 h 2 m 19 s, 
WAP82,30:f7:0d:f6:fe:5f,88:75:56:1e:92:30,fda7:6daa:70e8:4508:32f7:0dff:fef6:fe5f,172.16.108.161,Unassigned,CWI-East,Registered,ENABLE,No,0,default location,AIR-CAP3602I-A-K9,8.5.131.0,Local,Normal,FTX1634GSEE,80 d 16 h 43 m 20 s, 
WAP83,6c:41:6a:29:7d:88,0c:68:03:ae:ee:b0,fda7:6daa:70e8:4514:6e41:6aff:fe29:7d88,172.16.108.161,Unassigned,CWI-East,Registered,ENABLE,No,8,default location,AIR-CAP3602I-A-K9,8.5.131.0,Local,Normal,FTX1729GNGY,199 d 3 h 18 m 20 s, 
WAP84,bc:16:65:66:a7:7d,f4:1f:c2:fa:5d:70,fda7:6daa:70e8:4504:be16:65ff:fe66:a77d,172.16.108.161,Unassigned,CWI-East,Registered,ENABLE,No,1,default location,AIR-CAP3602I-A-K9,8.5.131.0,Local,Normal,FTX1720GMSB,198 d 4 h 12 m 15 s, 
WAP85,b8:38:61:ca:93:64,f8:c2:88:fc:93:30,fda7:6daa:70e8:4509:ba38:61ff:feca:9364,172.16.108.161,Unassigned,CWI-East,Registered,ENABLE,No,3,default location,AIR-CAP3702I-A-K9,8.5.131.0,Local,Normal,FTX1827R161,198 d 19 h 14 m 49 s, 
WAP86,6c:41:6a:b8:4c:6b,0c:27:24:87:59:00,fda7:6daa:70e8:4522:6e41:6aff:feb8:4c6b,172.16.108.161,Unassigned,CWI-East,Registered,ENABLE,No,1,default location,AIR-CAP3602E-A-K9,8.5.131.0,Local,Normal,FTX1735GH0S,121 d 16 h 11 m 57 s, 
